,text,edit_history_tweet_ids,author_id,id,followers_count,following_count,tweet_count,listed_count
848,"RN / RPN, Director of Care / Clinical Lead – Seniors Care
Sunny Okanagan (Penticton), BC Email careers@mckenziehcr.com • Call/Text: 604.352.8884#RN #RegisteredNurse #NursesRock #nurselife #nursingcareers #HiringNurses #NurseLeaders https://t.co/wtf4njIpXJ",['1562631027616776192'],75114436,1562631027616776192,503,1209,6045,0
849,"How can this quote change your life?
#nurses #registerednursejobs #NursingCareer #RNS #RegisteredNurses #nursepractitionerjobs #nurselife https://t.co/SYhEuqdOvJ",['1563913157428629504'],64218431,1563913157428629504,148,104,2944,12
869,I haven’t moved a patient in years and my spine is still out of alignment. #nurselife https://t.co/MqWzjkINim,['1563904039233921028'],1284861,1563904039233921028,3615,3458,21154,90
876,Licensed Practical Nurse (LPN)  | | #lpn #lpns #licensedpracticalnurse #lpnjob #lpnjobs #lpncareer #lpnlife #nursingjobs #nursetwitter #nurselife | https://t.co/EZkmfOlobE,['1563893164582309890'],921723263172206593,1563893164582309890,47,229,20858,0
877,School Nurse | @ConcentricHealt | #lpn #lpns #licensedpracticalnurse #lpnjob #lpnjobs #lpncareer #lpnlife #nursingjobs #nursetwitter #nurselife | https://t.co/Kq2fLdVooM,['1563742168572993537'],921723263172206593,1563742168572993537,47,229,20858,0
878,"LICENSED PRACTICAL NURSE (PAIN CLINIC) - ANCHORAGE, AK | @CentralCareInc | #lpn #lpns #licensedpracticalnurse #lpnjob #lpnjobs #lpncareer #lpnlife #nursingjobs #nursetwitter #nurselife | https://t.co/EWFMRDu7Nn",['1563681770595303425'],921723263172206593,1563681770595303425,47,229,20858,0
879,Licensed Practical Nurse | | #lpn #lpns #licensedpracticalnurse #lpnjob #lpnjobs #lpncareer #lpnlife #nursingjobs #nursetwitter #nurselife | https://t.co/lOKDXPDUsw,['1563666672057188353'],921723263172206593,1563666672057188353,47,229,20858,0
880,LPN - Licensed Practical Nurse | @ConcentricHealt | #lpn #lpns #licensedpracticalnurse #lpnjob #lpnjobs #lpncareer #lpnlife #nursingjobs #nursetwitter #nurselife | https://t.co/KRKjLmfen2,['1563606275987976192'],921723263172206593,1563606275987976192,47,229,20858,0
881,Licensed Practical Nurse (LPN)  | | #lpn #lpns #licensedpracticalnurse #lpnjob #lpnjobs #lpncareer #lpnlife #nursingjobs #nursetwitter #nurselife | https://t.co/EZkmfO3MN4,['1563530776938852357'],921723263172206593,1563530776938852357,47,229,20858,0
882,School Nurse | @ConcentricHealt | #lpn #lpns #licensedpracticalnurse #lpnjob #lpnjobs #lpncareer #lpnlife #nursingjobs #nursetwitter #nurselife | https://t.co/Kq2fLecZgk,['1563379780572962817'],921723263172206593,1563379780572962817,47,229,20858,0
883,"LICENSED PRACTICAL NURSE (PAIN CLINIC) - ANCHORAGE, AK | @CentralCareInc | #lpn #lpns #licensedpracticalnurse #lpnjob #lpnjobs #lpncareer #lpnlife #nursingjobs #nursetwitter #nurselife | https://t.co/EWFMRDcwoN",['1563319383056736256'],921723263172206593,1563319383056736256,47,229,20858,0
884,Licensed Practical Nurse | | #lpn #lpns #licensedpracticalnurse #lpnjob #lpnjobs #lpncareer #lpnlife #nursingjobs #nursetwitter #nurselife | https://t.co/lOKDXPmj3W,['1563304284787052544'],921723263172206593,1563304284787052544,47,229,20858,0
885,LPN - Licensed Practical Nurse | @ConcentricHealt | #lpn #lpns #licensedpracticalnurse #lpnjob #lpnjobs #lpncareer #lpnlife #nursingjobs #nursetwitter #nurselife | https://t.co/KRKjLmfen2,['1563243886461341696'],921723263172206593,1563243886461341696,47,229,20858,0
886,Licensed Practical Nurse (LPN)  | | #lpn #lpns #licensedpracticalnurse #lpnjob #lpnjobs #lpncareer #lpnlife #nursingjobs #nursetwitter #nurselife | https://t.co/EZkmfO3MN4,['1563168389316481025'],921723263172206593,1563168389316481025,47,229,20858,0
887,School Nurse | @ConcentricHealt | #lpn #lpns #licensedpracticalnurse #lpnjob #lpnjobs #lpncareer #lpnlife #nursingjobs #nursetwitter #nurselife | https://t.co/Kq2fLdVWek,['1563017392661610497'],921723263172206593,1563017392661610497,47,229,20858,0
888,"LICENSED PRACTICAL NURSE (PAIN CLINIC) - ANCHORAGE, AK | @CentralCareInc | #lpn #lpns #licensedpracticalnurse #lpnjob #lpnjobs #lpncareer #lpnlife #nursingjobs #nursetwitter #nurselife | https://t.co/EWFMRDuFCV",['1562956995589984256'],921723263172206593,1562956995589984256,47,229,20858,0
889,Licensed Practical Nurse | | #lpn #lpns #licensedpracticalnurse #lpnjob #lpnjobs #lpncareer #lpnlife #nursingjobs #nursetwitter #nurselife | https://t.co/lOKDXPEsi4,['1562941896066232322'],921723263172206593,1562941896066232322,47,229,20858,0
890,LPN - Licensed Practical Nurse | @ConcentricHealt | #lpn #lpns #licensedpracticalnurse #lpnjob #lpnjobs #lpncareer #lpnlife #nursingjobs #nursetwitter #nurselife | https://t.co/KRKjLlYbl2,['1562881500013801474'],921723263172206593,1562881500013801474,47,229,20858,0
891,Licensed Practical Nurse (LPN)  | | #lpn #lpns #licensedpracticalnurse #lpnjob #lpnjobs #lpncareer #lpnlife #nursingjobs #nursetwitter #nurselife | https://t.co/EZkmfO3MN4,['1562806002365255680'],921723263172206593,1562806002365255680,47,229,20858,0
892,School Nurse | @ConcentricHealt | #lpn #lpns #licensedpracticalnurse #lpnjob #lpnjobs #lpncareer #lpnlife #nursingjobs #nursetwitter #nurselife | https://t.co/Kq2fLecZgk,['1562655006775336960'],921723263172206593,1562655006775336960,47,229,20858,0
893,"LICENSED PRACTICAL NURSE (PAIN CLINIC) - ANCHORAGE, AK | @CentralCareInc | #lpn #lpns #licensedpracticalnurse #lpnjob #lpnjobs #lpncareer #lpnlife #nursingjobs #nursetwitter #nurselife | https://t.co/EWFMRDcwoN",['1562594607942156288'],921723263172206593,1562594607942156288,47,229,20858,0
900,This job might be a great fit for you: Clinical Nurse B-Inpatient - https://t.co/RkNx6r9B79 #RN #NurseLife,['1563885617603174400'],606543491,1563885617603174400,872,118,1855,248
901,"Want to work at Loma Linda University Health? We're hiring in Loma Linda, CA! Click for details: https://t.co/XWuVtnxsyI #RN #NurseLife",['1563740598196088832'],606543491,1563740598196088832,872,118,1855,248
902,We're hiring! Read about our latest job opening here: Clinical Nurse B-ED - https://t.co/pf8omTCwyE #RN #NurseLife,['1563305577660366848'],606543491,1563305577660366848,872,118,1855,248
903,"Want to work at Loma Linda University Health? We're hiring in Loma Linda, CA! Click for details: https://t.co/nl2jem5wvj #RN #NurseLife",['1563299571278573568'],606543491,1563299571278573568,872,118,1855,248
904,We're hiring! Click to apply: Clinical Nurse B-Inpatient - https://t.co/snuC9P69xq #RN #NurseLife,['1562963044572966919'],606543491,1562963044572966919,872,118,1855,248
905,"Want to work at Loma Linda University Health? We're hiring in Loma Linda, CA! Click for details: https://t.co/pNPcWSyq50 #RN #NurseLife",['1562959810248654848'],606543491,1562959810248654848,872,118,1855,248
906,Join the Loma Linda University Health team! See our latest job opening here: https://t.co/VsC2dRLjSF #RN #NurseLife,['1562943040758591488'],606543491,1562943040758591488,872,118,1855,248
907,Join the Loma Linda University Health team! See our latest job opening here: https://t.co/2OBxzL54yC #RN #NurseLife,['1562838581315391489'],606543491,1562838581315391489,872,118,1855,248
908,"Coffee first.
#sunday #activities #popcorn #treats #games #ltc #transitional #hospice #respite #care #nursing #nurselife #longtermcare #hospice https://t.co/DmXcMi290y",['1563884156861415425'],1451249478782967808,1563884156861415425,23,112,396,0
909,"We strive.
#vision #accountable #actions #values #ltc #transitional #hospice #respite #care #nursing #nurselife #longtermcare #hospice https://t.co/LGNE2TMY0b",['1563677905321861121'],1451249478782967808,1563677905321861121,23,112,396,0
910,"Contributing experience.
#chefs #helpinghands #experience #kitchen #cooking #ltc #transitional #hospice #respite #care #nursing #nurselife #longtermcare #hospice https://t.co/200JflH4zL",['1563598272836648960'],1451249478782967808,1563598272836648960,23,112,396,0
911,"Brunch matters!
#bennies #brunch #yourway #yourtime #chef #ltc #transitional #hospice #respite #care #nursing #nurselife #longtermcare #hospice https://t.co/VvyH4P5LWm",['1563525283247820806'],1451249478782967808,1563525283247820806,23,112,396,0
912,"We love dog visits!
#happy #national_dog_day #dogs #puppies #love #ltc #transitional #hospice #respite #care #nursing #nurselife #longtermcare #hospice https://t.co/rjXycsxr1T",['1563302829128765440'],1451249478782967808,1563302829128765440,23,112,396,0
913,"There is no grief like the grief that does not speak. - Henry Wadsworth Longfellow
#grief #loss #life #cycle #ltc #transitional #hospice #respite #care #nursing #nurselife #longtermcare #hospice https://t.co/eHbGq8zARA",['1563228365053894658'],1451249478782967808,1563228365053894658,23,112,396,0
914,"Let’s get outside.
#nature #summer #forest #getoutside #ltc #transitional #hospice #respite #care #nursing #nurselife #longtermcare #hospice https://t.co/wTo58oq3Ou",['1563178775554060288'],1451249478782967808,1563178775554060288,23,112,396,0
915,"Since 2006.
#ltc #transitional #hospice #respite #care #nursing #nurselife #longtermcare #hospice https://t.co/KB6oXY4pNZ",['1562934153209073664'],1451249478782967808,1562934153209073664,23,112,396,0
916,"You know it’s Thursday, when....
#double_chocolate_muffins #every_thursday #baked #fresh #care #hospice #respite #nursing #nurselife #longtermcare #hospice https://t.co/Yy7d7UEiWr",['1562868456264908801'],1451249478782967808,1562868456264908801,23,112,396,0
917,"With @evergreens2ndhandshop
#popup_shop #upcycle #crafts #arts #green_grannies #care #hospice #respite #nursing #nurselife #longtermcare #hospice https://t.co/BcWx6XsILK",['1562828187339735040'],1451249478782967808,1562828187339735040,23,112,396,0
918,"Up to you.
#journalsofltc #journal #a_day_in_the_life #joan #choices #care #hospice #respite #nursing #nurselife #longtermcare #hospice https://t.co/hoZzI5sAWM",['1562593401404420099'],1451249478782967808,1562593401404420099,23,112,396,0
919,"We understand you are always on the move. Apply on the Fly in under a minute... Visit https://t.co/jk7zSe7rtf

#nurse #nursejobs #RN #healthcarestaffing #registerednurse #nurselife #nursingjob #staffing #ahcstaff #LPN #LicensedPracticalNurse #TravelNurse #GypsyNurse #SurgicalTech https://t.co/AU4Sf9HuND",['1563875546571882497'],485013829,1563875546571882497,902,152,2514,405
920,Post #haircutselfie and treats in #yarm #gay #gayuk #gaylife #nurselife #gayyorkshire #gayteesside #gaynortheastuk https://t.co/G1sLKSufFK,['1563874895712423939'],1811889932,1563874895712423939,1519,4417,34350,65
921,I don’t think any of us want to leave #cumbria tomorrow it’s been an amazing break at #capricorncottage  #gay #gayuk #gaylife #NurseLife https://t.co/lmFPJxk4iP,['1563237069157068801'],1811889932,1563237069157068801,1519,4417,34350,65
922,#NurseTwitter #Nurses #NurseLife,['1563872731120238596'],156513945,1563872731120238596,138,696,2024,1
923,"Just an observation, but any nurse that pops out with “it’s my license” as an excuse on a regular basis will be the absolute laziest, possibly worst, nurse you’ve ever worked with. #nurselife",['1563870586975227905'],313520690,1563870586975227905,247,703,416,1
924,"@derStandardat Bitte, ich bin ja dafür dass alle Menschen gut verdienen. Nur als Frage so nebenbei. Ist es wichtiger ein schnitzi im Lokal zu essen oder wenn ihr mal krank seit ein gutes Pflegepersonal zu haben? Wir werden schon wieder vergessen #Pflegenotstand #Pflege #nurselife",['1563867757418004480'],397191320,1563867757418004480,287,127,5242,2
929,"No es por nada, pero los que trabajan conmigo se doblan... Es que trabajo de ptmr! 🤗 #NurseLife
Trabajo dominguero! 😷",['1563841010102407170'],358855916,1563841010102407170,527,1322,19621,9
930,5 patients. 2 primaries. No relief nurse. 😫😫😫 #nightshiftnurse #NurseLife,['1563833910202470400'],44601169,1563833910202470400,3264,1471,26693,47
931,"My overnight shift is going pretty well; my pts are stable and mostly sleeping.  One of our unit Covid pts went to ICU due to increasing O2 needs, hope he will be ok.  #NurseTwitter #nurselife",['1563819223926833152'],15662389,1563819223926833152,3052,4286,48309,62
932,"Good morning everyone - who works, have a great day and a good shift. You are All are Amazing  ! 🤩 @BucksHealthcare #positivity 
#Motivation #enjoylife #positive
#goodmood #NurseLife
#friends https://t.co/6TOdjDDxKL",['1563817699339280384'],923090535975407616,1563817699339280384,129,187,669,0
933,"Have your elf a merry little Christmas.
These prints only dropped on Thursday and have been on the best seller's list ever since!
All Christmas prints are available in Unisex 4 pocket and Women's Fit Spandex - https://t.co/mTzg1gCdlY
#scrublife #nurselife #christmas2022 #Nursing https://t.co/cgDV3ZKG0W",['1563793401178636288'],755038026,1563793401178636288,103,200,2547,0
934,"Christmas has come Early! Mediscrubs 2022 Christmas scrub prints are now online and ready for you to pre-order...but hurry, these limited edition Xmas prints will sell out fast! Pre-Order Now: https://t.co/9seR9JpE9c
#scrubs #scrublife #nurselife #xmas202…https://t.co/sEPxgnXeIs",['1563342945541312513'],755038026,1563342945541312513,103,200,2547,0
935,Pre-ordering has already begun and these 2022 #Xmas #scrub #prints are very popular. These are our best prints yet. Exclusive to #Mediscrubs – Pre-order online now:  https://t.co/mTzg1gCdlY #nurselife #scrublife #nursesnow https://t.co/vwnKD771Nb,['1563010559012126720'],755038026,1563010559012126720,103,200,2547,0
937,"With new provider jobs added every day, you’ll want to follow us for all the best career opportunities in Kennewick, WA. Here’s a fantastic opportunity you won’t want to miss: https://t.co/AWI8C35bKm #RN #NurseLife",['1563783602227138560'],1196885483747282944,1563783602227138560,1340,115,2546,1
938,"Looking to grow your career in healthcare? Banner Health is hiring in Phoenix, AZ, click here to apply today: https://t.co/FR9tKBdRtX #RN #NurseLife",['1562815189044457472'],1196885483747282944,1562815189044457472,1340,115,2546,1
940,"Memories ...I should go back to cook more ,so lazy these days 👑#food @NurseDeo #NurseLife @WildChefHuman @taylaw_tamod @chef_cupid() https://t.co/57NUSDNAC9",['1563754960239591425'],1082238259676266496,1563754960239591425,663,1326,941,0
941,Make every decision count. We can guide you through it. Visit us at https://t.co/fdhZ1aR6W8 #nurse #payroll #nursing #ITJobs #payrolljobs #nursepractitioner #employment #aprn #team #nurselife #staffing #travelnursing #rnjobs #rn #lpn #nursejobs #technology #healthcare #eor https://t.co/cFQj1TQjbW,['1563723055838494720'],4831137195,1563723055838494720,56,56,5172,0
942,We got the right people to help you. Visit us at https://t.co/fdhZ1aR6W8 #nurse #payroll #nursing #ITJobs #payrolljobs #nursepractitioner #employment #aprn #team #nurselife #staffing #travelnursing #rnjobs #rn #lpn #nursejobs #technology #healthcare #eor https://t.co/YeE3onilcF,['1563663499334754304'],4831137195,1563663499334754304,56,56,5172,0
943,There is no shortcut to success. But we can show you where to start. Visit us at https://t.co/fdhZ1aRELG #nurse #IT #nursing #ITJobs #nurselife #nursepractitioner #payroll #benefits #instanursing #aprn #nursesrock #insync #travelnursing #rnjobs #rn #lpn #nursejobs https://t.co/y1tVEqUS3t,['1563603282911985667'],4831137195,1563603282911985667,56,56,5172,0
944,Come Join The Insync Family! 🎉 visit https://t.co/fdhZ1b8HNG #teamwork #nurse #team #nursing #itjobs #payrolljobs #nursepractitioner #employment #aprn #nursesrock #nurselife #staffing #insync #travelnursing #rnjobs #rn #lpn #nursejobs #technology #healthcare #eor https://t.co/afcGYIxcbM,['1563542635280601089'],4831137195,1563542635280601089,56,56,5172,0
945,The secret of success is constancy to purpose. Visit us at https://t.co/fdhZ1b8HNG #nurse #payroll #nursing #ITJobs #payrolljobs #nursepractitioner #employment #aprn #team #nurselife #staffing #travelnursing #rnjobs #rn #lpn #nursejobs #technology #healthcare #eor https://t.co/6yj70Srhud,['1563360693985783810'],4831137195,1563360693985783810,56,56,5172,0
946,We are not just a staff provider. We are a family. Visit us at https://t.co/fdhZ1aRELG #nurse #IT #nursing #ITJobs #nurselife #nursepractitioner #payroll #benefits #aprn #nursesrock #insyncnursing #insync #travelnursing #travelnurse #rnjobs #rn #lpn #nursejobs https://t.co/j19IrCrvT6,['1563302454300917760'],4831137195,1563302454300917760,56,56,5172,0
947,We can get you from Point A to Point B. Ask us how! Visit us at https://t.co/fdhZ1b8HNG #nurse #IT #nursing #ITJobs #nurselife #nursepractitioner #payroll #benefits #instanursing #aprn #nursesrock #insync #travelnursing #travelnurse #rnjobs #rn #lpn #nursejobs https://t.co/WvXHfblBTW,['1563241143306899456'],4831137195,1563241143306899456,56,56,5172,0
948,"We get it, job hunting can be frustrating.😪 We can help! Visit https://t.co/fdhZ1aRELG #benefits #nurse #payroll #nursing #ITJobs #payrolljobs #nursepractitioner #employment #aprn #team #nurselife #staffing #travelnursing #rnjobs #rn #lpn #nursejobs #technology #healthcare #eor https://t.co/5DR23t9JGS",['1563181239053746176'],4831137195,1563181239053746176,56,56,5172,0
949,Success is not the absence of failure; it’s the persistence through failure. Visit us at https://t.co/fdhZ1b8HNG #nurse #payroll #nursing #ITJobs #nursepractitioner #employment #aprn #nurselife #staffing #travelnursing #rnjobs #rn #lpn #nursejobs #technology #healthcare https://t.co/eloAsYLdKm,['1562998283869437953'],4831137195,1562998283869437953,56,56,5172,0
950,Your dream job is here. What are you waiting for? Visit us at https://t.co/fdhZ1b8HNG #nurse #IT #nursing #ITJobs #nurselife #nursepractitioner #payroll #benefits #aprn #nursesrock #insyncnursing #insync #travelnursing #travelnurse #rnjobs #rn #lpn #nursejobs https://t.co/cfd3G58Ht6,['1562938385349558272'],4831137195,1562938385349558272,56,56,5172,0
951,Success comes from hard work and perseverance. Visit us at https://t.co/fdhZ1b8HNG #nurse #IT #nursing #ITJobs #nurselife #nursepractitioner #payroll #benefits #instanursing #aprn #nursesrock #insyncnursing #insync #travelnursing #travelnurse #rnjobs #rn #nursejobs https://t.co/2SRRqb3ekb,['1562878751888666624'],4831137195,1562878751888666624,56,56,5172,0
952,Our team is highly skilled and ready to support you! Visit https://t.co/fdhZ1b8HNG 😍 #team #nurse #ITjobs #nursing #technology #techjobs #nurselife #payroll #nursepractitioner #aprn #nursesrock #staffing #insync #travelnursing #travelnurse #rnjobs #rn #lpn #nursejobs https://t.co/4M3vKRpFhb,['1562819101503864832'],4831137195,1562819101503864832,56,56,5172,0
953,"At Methodist Hospital Metropolitan we show up, for our patients, our communities and our colleagues. By investing in you, we help you care better for patients. Come join our team and be a part of something special. https://t.co/CtO75ab74p #RN #NurseLife",['1563685652981358592'],1218262135513415680,1563685652981358592,1435,36,2024,2
954,HCA Florida Sarasota Doctors Hos... provides unparalleled career opportunities in all clinical specialties. See if you’re the right fit for this opening: https://t.co/qzfUBhOKhe #Nurse #Nurselife,['1563259328475197440'],1218262135513415680,1563259328475197440,1435,36,2024,2
955,Bring your expertise and talent as a Grad RN Nurse Residency All Specialties to Parham Doctors' Hospital. https://t.co/vmSfWW8DPi #NurseLife #RN,['1562946961648410624'],1218262135513415680,1562946961648410624,1435,36,2024,2
956,"Want to work at Methodist Healthcare System? We're hiring in San Antonio, TX! Click for details: https://t.co/Jr7AVra5av #NurseLife #RN",['1562790846419767298'],1218262135513415680,1562790846419767298,1435,36,2024,2
957,We're hiring! Click to apply: PRN Registered Nurse Home Health - https://t.co/dCcz4sSxeI #RN #NurseLife,['1562780454738350081'],1218262135513415680,1562780454738350081,1435,36,2024,2
958,"At HCA Florida JFK Hospital, we strive to foster a diverse and inclusive environment where all colleagues can thrive. Come be a part of our team as Clinical Nurse Coord RN Neuro and thrive in your career. https://t.co/QGY5cRaIxO #Nurse #NurseLife",['1562634844160401408'],1218262135513415680,1562634844160401408,1435,36,2024,2
959,@drgandalf52 The paediatric patient had painted a picture of superman and when handing it to me they said that superman was like me. #Nurselife,['1563674437169254401'],1177316977682968576,1563674437169254401,249,500,1800,4
960,"We focus on keeping benefits fair, smart and competitive with a full package of rewards that support your health, life, career and future because our healthcare starts with our colleagues. Come be a part of our family in #Austin, TX. https://t.co/s9c5rn6ers #Nurselife",['1563665310556639232'],1217191870629130242,1563665310556639232,1559,48,1586,1
961,"Preparing the next generation of leaders from within our organization is what sets us apart. Come grow with us and #UnlockPossibilities in San Antonio, TX. https://t.co/J2a9KUCs0y #NurseLife",['1563259035490459648'],1217191870629130242,1563259035490459648,1559,48,1586,1
962,"Explore endless opportunities, for every stage of your career. Apply to be a RN Burn Unit with us at Methodist Hospital. https://t.co/LRqvilK29m #Nurselife #RN",['1563144808956248065'],1217191870629130242,1563144808956248065,1559,48,1586,1
963,Our recruitment teams at St. David's Surgical Hospital are here to help you realize your full professional potential. Apply here to start that journey today: https://t.co/qorNzcJx8a #RN #NurseLife,['1562594191615488004'],1217191870629130242,1562594191615488004,1559,48,1586,1
964,"Nurse Morse Code Stainless Steel and Swarovski Crystal Birthstone Delicate Necklace⠀⠀
https://t.co/yKY68XSVs4⠀⠀
#necklace #morsecodejewelry #morsecodenecklace #handmade #jewelry #handmadejewelry #handcrafted #shopsmall #etsy #nurse #nurses #nurselife #etsyshop #etsyhandmade https://t.co/yaQEHLMTwW",['1563663660471521280'],2472815773,1563663660471521280,3348,1707,87632,844
965,"Find your path in health care. Banner Health wants to change the lives of those in our care – and the people who choose to take on this challenge. If you’re ready to change lives, we want to hear from you. Apply now in  Glendale, AZ. https://t.co/D1xtYt1qms #NurseLife",['1563659049945575425'],758264820110065664,1563659049945575425,44,142,702,0
966,"Great careers start with great training. Nurses at Banner Health enjoy some of the best on-the-job-training in the industry. We care about you, your nursing career today, and your future. Apply today in Phoenix, AZ. https://t.co/pdO6PoMX9j #RNJobs #NurseLife",['1563526964773658624'],758264820110065664,1563526964773658624,44,142,702,0
967,"Help move health care into the future. At Banner Health we are changing health care to make the experience the best it can be. If that sounds like something you want to be part of, apply today in  Loveland, CO. https://t.co/E5Qw1mxUog #NurseLife",['1563164781049044994'],758264820110065664,1563164781049044994,44,142,702,0
968,"Nurses excel at Banner Health. With some of the best training in health care, we empower nurses to build long, successful careers. We care about you, your nursing career today, and your future. Apply today in Phoenix, AZ. https://t.co/rvIZ1DbSQ4 #RNLife #NurseLife",['1562934374168834053'],758264820110065664,1562934374168834053,44,142,702,0
975,"MS travel nurses earn $2,400 a week with a Vero RN travel assignment!

Apply today!
https://t.co/WA0LsCI3fs

#verorn #travelnurse #rnlife #rn #travelnursing #travel #nurse #nurselife #healthcare #healthcarestaffing #travelwithvero #verotravelnurse https://t.co/ihHnXcJ5bw",['1563632527708930059'],845013913108430849,1563632527708930059,116,227,421,0
976,Night number 5 loading #nurselife #nightnurse #prettydopeblacknurse,['1563630968929411074'],319873326,1563630968929411074,460,646,65429,1
977,99% of healthcare workers get denied vacations. So be nice to us. We haven’t gone anywhere in a while! #nurses #NurseLife #rnbsn #Healthcareworker,['1563607226043863042'],42325829,1563607226043863042,99,277,1927,3
978,"🎶 Welcome to another  week's offerings on BP's Buzz Hour, his amazing ⚡ ""One Hour of Power."" ⚡ https://t.co/u7tiP0LNxA #spotifyplaylist, #playlistspotify, #NurseAgency, #KAYE, #TravelNurse, #Nurses, #NurseLife, #NurseAdventures, #newmusic, #AtlasMedStaff, #whereyoubelong",['1563607030924881920'],495483580,1563607030924881920,437,221,1545,5
979,"¡Cultiva relaciones sanas, siembra valores, respalda el aprendizaje con el ejemplo, acompaña con amor y deja en libertad! #compasión #relacionessanas #amor #amorpropio #dejarser #creer #yoga #yogainspiration #coaching #nurse #nurselife #pnl #ser #vida #valores #gratitud #aprendí https://t.co/eA0uaK2gDg",['1563605362779238401'],1175838664217247745,1563605362779238401,50,184,431,0
980,"Mom had surgery so I’m at her house being her personal nurse ie: taking off bandages, giving her meds, make sure she does her physical therapy …. It never stops lol smh #nurselife",['1563603313693962240'],409652277,1563603313693962240,444,465,17497,0
981,"#SannaMarin #polemics
 #nurselife💊💉🏥✨  #summertime  #suomi🇫🇮 #finland🇫🇮 
#Politics #Sannamarinparty
#scandal結成16周年
🤔 #Minister #oops 🤘
https://t.co/l2lc9xl0X2",['1563601723188744193'],1429401909379665921,1563601723188744193,131,198,1209,2
982,"🍒 🍒BAKING TIME 🍒🍒
#Kitchen #nurselife💊💉🏥✨  #summertime ☀️
#positivity #relaxing 🌾 #suomi🇫🇮 #finland🇫🇮 #family ❤ #ecoresponsable♻️  #BlueBerry 
#myrtilles #cake #Recipe 
#delicious #Recipe #food https://t.co/rccKzQlGTQ",['1563495597306691584'],1429401909379665921,1563495597306691584,131,198,1209,2
983,"🐱 THE CAT FAMILY   🐱
🍒🌿 ENJOY YOUR WEEKEND 🌿🍒
#familyphotography #catsgram
#chatmignon #nurselife💊💉🏥✨  #suomi🇫🇮 #finland🇫🇮 #animalplanet ❤ #ecoresponsable♻️ #animalelite #lifestyleblog #dailypost✔ 
#wildlifeplanet 🌏
#catsfollowers 
#cats_of_day 
#cats_of_world 
🐱🐱 https://t.co/0e2p5UGMzm",['1563406177941487618'],1429401909379665921,1563406177941487618,131,198,1209,2
984,"☁️THURSDAY ☁️
🌿 ENJOY YOUR DAY 🌿
#WalkingTour #motivation #WalkerIndependence
#forestwalk 🌲 #suomi🇫🇮 #nurselife💊💉🏥✨  #footymemes
#positivity #relaxing 🌾 #suomi🇫🇮 #finland🇫🇮 #workout ❤ #ecoresponsable♻️
#fitness #finland🇫🇮  #dailypost✔ 
#wildlifeplanet 🌏
#jeudiphoto📸 https://t.co/nMuP1fjxPW",['1562657459025547264'],1429401909379665921,1562657459025547264,131,198,1209,2
985,Did you know that SpiriTrust Lutheran has been named A Great Place to Work for 4 consecutive years? Apply TODAY to join our TEAM! https://t.co/bQHKBHTek1 #NurseLife #FullTime,['1563598635866001413'],697136149723267073,1563598635866001413,50,83,2132,1
986,"See our latest Hanover, PA job and click to apply: https://t.co/f3blRdTuEu #NurseLife #ChargeNurse",['1563307944606777346'],697136149723267073,1563307944606777346,50,83,2132,1
987,"At SpiriTrust Lutheran, we are a FAMILY! We care about YOU! Join our team to find out why our employees have rated us A Great Place to Work for FOUR consecutive years! https://t.co/jWy9w6rtL2 #NurseLife #Nurses",['1563262532428582912'],697136149723267073,1563262532428582912,50,83,2132,1
988,"Want to work at SpiriTrust Lutheran? We're hiring in York, PA! Click for details: https://t.co/kmO22WhfhJ #RN #NurseLife",['1562832499733958657'],697136149723267073,1562832499733958657,50,83,2132,1
989,"This job might be a great fit for you: Registered Nurse (RN), Home Care &amp; Hospice York/Adams County - https://t.co/xCTEbLUYq0 #RN #NurseLife",['1562802370190270464'],697136149723267073,1562802370190270464,50,83,2132,1
990,Bestimmt interessant. #NurseLife #krankenschwester 👇 https://t.co/J0YdfGK29a,['1563591281154355200'],1235388572179587072,1563591281154355200,327,345,33070,0
991,#NurseLife #healthcare #doctors #sciencerocks #comics #PopArt #fall #EndOfSummer #MedicalStudent,['1563587049508048901'],1520111502459641857,1563587049508048901,16,46,46,0
992,"PIH Health is hiring in Los Angeles, CA! Read about our latest Nursing job opening via the link in our bio: Staff Registered Nurse (RN) , Good Samaritan Hospital, Los Angeles, Part Time, 700am - 730pm #RN #NurseLife",['1563576170381119488'],22150437,1563576170381119488,403,201,1110,103
994,“I love my job!!! Today I incorrectly put in an IV and I ignored my patient trying to tell me it was wrong!! #nurselife 🥰🤍🦋”,['1563550861133238279'],2285644256,1563550861133238279,440,963,18367,0
995,"I Have No Life I'm In Nursing School T-shirt

#NursingSchool Shirt, #Nursing 
#Medicine #Nurse , by #92shirts via @Etsy #nursingstudent #studentnurse #nurselife #studentnurse  https://t.co/cjoeRGAGWT",['1563536900459114497'],1327983656,1563536900459114497,41,83,1859,7
996,"CEO in the “Navy Baby” Blue Iman Set 🥶 DROPPING Aug. 29th 🚨 
#dunndadascrubs #scrublife #uniformscrubs #MedTwitter #nurse #nurselife #cna #cma #doctor https://t.co/C3QN7lMlFa",['1563529487303966722'],1501615137765138439,1563529487303966722,37,44,55,0
997,We are always looking for great nurses who are committed to elevating the health and quality of life of patients around the world. Put your unique skills to great use as our next $10K Sign-on Bonus For Dialysis Experience...: https://t.co/QM38DLdwZR #NurseLife #ProudNurse,['1563526898461790213'],22549575,1563526898461790213,4894,32,4052,159
