id,created_at,edit_history_tweet_ids,text,withheld,clean_text,nouns,lemm_nouns
1.245309034758054e+18,2020-04-01 11:16:25+00:00,['1245309034758053888'],Anyone who volunteers to fill out my emergency register form and tick ‘opt out’ so I don’t have to before midnight tonight will receive a reward,,anyone who volunteers to fill out my emergency register form and tick opt out so i don’t have to before midnight tonight will receive a reward,anyone emergency register form midnight tonight reward ,anyone emergency register form midnight tonight reward
1.2446502149438628e+18,2020-03-30 15:38:30+00:00,['1244650214943862784'],"@CaidieFoster Yeah they sent the form out to opt in or out, but because I’m a severe asthmatic I cant opt in. I’ve been in contact with university today and the only thing they say they can guarantee Is that I will qualify, they just don’t have any idea when or how long it will be extended :(",, yeah they sent the form out to opt in or out but because i’m a severe asthmatic i cant opt in i’ve been in contact with university today and the only thing they say they can guarantee is that i will qualify they just don’t have any idea when or how long it will be extended , form i opt contact university today thing i idea  ,form opt contact university today thing idea
1.2446063800462008e+18,2020-03-30 12:44:19+00:00,['1244606380046200832'],"I just want to opt in. Four years of university for absolutely nothing. no degree to show for it, no opportunity to help the brilliant staff in the NHS, will likely lose my dream job (can’t register can’t work). Absolute shit show and I have never been so sad in all my life",,i just want to opt in four years of university for absolutely nothing no degree to show for it no opportunity to help the brilliant staff in the nhs will likely lose my dream job cant register can’t work absolute shit show and i have never been so sad in all my life,i years university nothing degree opportunity staff nhs dream job register work absolute show i life ,year university nothing degree opportunity staff dream job register work absolute show life
1.244576483097473e+18,2020-03-30 10:45:31+00:00,['1244576483097473024'],"@CaidieFoster My problem is that I actually can’t complete my degree. It’s been deemed unsafe for me so I can’t return to practice and now I’m stuck in limbo, not knowing when I’ll actually be able to go back and qualify",, my problem is that i actually can’t complete my degree it’s been deemed unsafe for me so i can’t return to practice and now i’m stuck in limbo not knowing when i’ll actually be able to go back and qualify,problem i return practice limbo ,problem return practice limbo
1.243942498176811e+18,2020-03-28 16:46:17+00:00,['1243942498176811008'],Day 11 of isolation and I have taken up knitting. Never knitted in my life but I feel like this will be good a life experiment,,day of isolation and i have taken up knitting never knitted in my life but i feel like this will be good a life experiment,day isolation i life life experiment ,day isolation life life experiment
1.2439009145718047e+18,2020-03-28 14:01:03+00:00,['1243900914571804673'],@Ashlea______ Welcome to the club! That was me at 12am last night 🤣🤣🤣,, welcome to the club that was me at last night ,welcome club night  ,welcome club night
1.2436876321708892e+18,2020-03-27 23:53:32+00:00,['1243687632170889218'],@amy_sharpex That I can’t have because I can’t qualify 🤣,, that i can’t have because i can’t qualify , i  ,
1.2436539109019935e+18,2020-03-27 21:39:32+00:00,['1243653910901993473'],Absolutely devastated that I can’t opt into the emergency register and that there’s so much uncertainty in my life and around my future but know that sept 17 cohort are going to absolutely smash it,,absolutely devastated that i can’t opt into the emergency register and that there’s so much uncertainty in my life and around my future but know that sept cohort are going to absolutely smash it,emergency register uncertainty life future cohort ,emergency register uncertainty life future cohort
1.243148808479019e+18,2020-03-26 12:12:27+00:00,['1243148808479019008'],"All jokes aside I’m really worried about not being able to go outside for a whole 12 weeks. I won’t get to register as a nurse on time, I won’t be able get my own shopping or see my mum and siblings. At least I made the brave decision to purchase Disney+ yesterday though",,all jokes aside i’m really worried about not being able to go outside for a whole weeks i won’t get to register as a nurse on time i won’t be able get my own shopping or see my mum and siblings at least i made the brave decision to purchase disney yesterday though,jokes weeks nurse time shopping mum siblings i decision disney yesterday ,joke week nurse time shopping mum sibling decision disney yesterday
1.2431415755485676e+18,2020-03-26 11:43:42+00:00,['1243141575548567552'],Have been informed today that I’m one of the 1.5 million people who has to shield is it possible to drown in your own tears ???,,have been informed today that i’m one of the million people who has to shield is it possible to drown in your own tears ,today people tears ,today people tear
1.2430981373020897e+18,2020-03-26 08:51:06+00:00,['1243098137302089728'],Now I’ve purchased Disney+ shall I watch high school musical the musical the series because I think that’s the only thing left to do,,now i’ve purchased disney shall i watch high school musical the musical the series because i think that’s the only thing left to do,watch school series thing ,watch school series thing
1.2411049456901489e+18,2020-03-20 20:50:52+00:00,['1241104945690148864'],@VibePay @WorganStacey would be nice to win after the week I’ve had #vibepayfriday,,  would be nice to win after the week i’ve had , week  ,week
1.2410554587791073e+18,2020-03-20 17:34:13+00:00,['1241055458779107336'],So pleased I’m allowed back into practice!! Really thought my career was over before it had even begun time to get these last few weeks done as I best I can and do everything I can to help https://t.co/s9bTWARok0,,so pleased i’m allowed back into practice really thought my career was over before it had even begun time to get these last few weeks done as i best i can and do everything i can to help ,practice career time weeks i i everything i ,practice career time week everything
1.2407550965915195e+18,2020-03-19 21:40:41+00:00,['1240755096591519744'],Emergency nurse education standards see us third year student nurses given a choice to either undertake a paid 6 month clinical placement without the supernumerary title or continue on as we are but risk registration to the full register being deferred Think I know what I’ll do,,emergency nurse education standards see us third year student nurses given a choice to either undertake a paid month clinical placement without the supernumerary title or continue on as we are but risk registration to the full register being deferred think i know what i’ll do,emergency education standards year student choice month placement title registration register i ,emergency education standard year student choice month placement title registration register
1.240739020474286e+18,2020-03-19 20:36:48+00:00,['1240739020474286081'],"@milliethebrave Better late than never 🤣 I’m hoping uni gets in contact by tomorrow, I’m on pins not knowing where we stand or what to do",, better late than never  i’m hoping uni gets in contact by tomorrow i’m on pins not knowing where we stand or what to do,contact tomorrow pins ,contact tomorrow pin
1.2407384899241902e+18,2020-03-19 20:34:42+00:00,['1240738489924190208'],"@milliethebrave Let’s hope! I haven’t heard anything from my uni yet, just playing the waiting game!",, let’s hope i haven’t heard anything from my uni yet just playing the waiting game, hope i anything waiting game ,hope anything waiting game
1.240738085433901e+18,2020-03-19 20:33:06+00:00,['1240738085433901056'],@milliethebrave It hardly seems voluntary if we have to defer! I’m happy to opt in but shocked that the choice is red sticky being taken away. Thank you for your reply,, it hardly seems voluntary if we have to defer i’m happy to opt in but shocked that the choice is red sticky being taken away thank you for your reply,choice reply ,choice reply
1.2406745953818378e+18,2020-03-19 16:20:48+00:00,['1240674595381837825'],So stressed about uni I’m suffering from serious heart burn. Help,,so stressed about uni i’m suffering from serious heart burn help,heart burn help ,heart burn help
1.2406079979587666e+18,2020-03-19 11:56:10+00:00,['1240607997958766592'],Parks and recreation is definitely a million times better than the office and that is that,,parks and recreation is definitely a million times better than the office and that is that,parks recreation times office ,park recreation time office
1.2405767005320806e+18,2020-03-19 09:51:48+00:00,['1240576700532080645'],@sophiecrawley1 @ASOS Angel,,  angel, angel ,angel
1.2403751578663322e+18,2020-03-18 20:30:57+00:00,['1240375157866332160'],Never been so stressed in my life. Wish the NMC/ RCN/ HEE would address the situation regarding third year students and the emergency nursing register soon for my own sanity. Don’t know if I can go much longer with all this uncertainty,,never been so stressed in my life wish the nmc rcn hee would address the situation regarding third year students and the emergency nursing register soon for my own sanity don’t know if i can go much longer with all this uncertainty,life rcn hee situation year students emergency nursing register sanity i uncertainty ,life rcn hee situation year student emergency nursing register sanity uncertainty
1.2403466284244378e+18,2020-03-18 18:37:35+00:00,['1240346628424437762'],Really loving hearing how everyone’s online classes are going some stories make the world that little bit better,,really loving hearing how everyone’s online classes are going some stories make the world that little bit better,online classes stories world bit ,online class story world bit
1.240205920677831e+18,2020-03-18 09:18:28+00:00,['1240205920677830659'],Day two of isolation and I am bored. Have been awake 20 minutes. Missing placement. Might start writing a novel,,day two of isolation and i am bored have been awake minutes missing placement might start writing a novel,day isolation i minutes placement novel ,day isolation minute placement novel
1.2399122687767716e+18,2020-03-17 13:51:35+00:00,['1239912268776771587'],Absolute ball ache of a morning that has just concluded with an accidental chat with someone from PHE regarding my current placement situation. Advised by everyone possible not to attend meaning goodbye qualifying on time https://t.co/jsD84ExqTH,,absolute ball ache of a morning that has just concluded with an accidental chat with someone from phe regarding my current placement situation advised by everyone possible not to attend meaning goodbye qualifying on time ,absolute ache morning chat someone phe placement situation everyone time  ,absolute ache morning chat someone phe placement situation everyone time
1.239829560360919e+18,2020-03-17 08:22:56+00:00,['1239829560360919042'],@mondayschild_x This is the question I’ve been asking since I’m badly asthmatic too! No official guidance from the govt so confused and worried. Hope you find the answer soon and hope your mum is safe,, this is the question i’ve been asking since i’m badly asthmatic too no official guidance from the govt so confused and worried hope you find the answer soon and hope your mum is safe, question guidance govt hope answer mum ,question guidance govt hope answer mum
1.239825621208961e+18,2020-03-17 08:07:17+00:00,['1239825621208961024'],And everyone voted for the other option https://t.co/pnAhQZsbut https://t.co/PnZzWk2I02,,and everyone voted for the other option  ,everyone option  ,everyone option
1.239220824776872e+18,2020-03-15 16:04:02+00:00,['1239220824776871937'],Sept 17 cohort have not had this degree easy. Can’t believe we’re mere months away from qualifying and there’s this much uncertainty!!! Please for the sake of nerves give us some answers,,sept cohort have not had this degree easy can’t believe we’re mere months away from qualifying and there’s this much uncertainty please for the sake of nerves give us some answers,sept cohort months uncertainty please sake nerves answers ,sept cohort month uncertainty please sake nerve answer
1.23921393941581e+18,2020-03-15 15:36:41+00:00,['1239213939415810048'],Being severely asthmatic during this pandemic is not the one never mind the fact I’m at high risk of contracting the virus I can’t even cough without people acting like this https://t.co/q3S5Gic5To,,being severely asthmatic during this pandemic is not the one never mind the fact i’m at high risk of contracting the virus i can’t even cough without people acting like this ,pandemic fact risk virus i people  ,pandemic fact risk virus people
1.2388455762734326e+18,2020-03-14 15:12:56+00:00,['1238845576273432579'],In absolute bits at how the Italians are managing their lockdown. Actual troopers,,in absolute bits at how the italians are managing their lockdown actual troopers,bits italians troopers ,bit italian trooper
1.2385811003452047e+18,2020-03-13 21:42:00+00:00,['1238581100345204744'],@meganprestonn Aw no!! You spoke too soon yesterday!,, aw no you spoke too soon yesterday,yesterday ,yesterday
1.2381888156149596e+18,2020-03-12 19:43:12+00:00,['1238188815614959616'],@meganprestonn Face to face learning has been suspended residences and library services remain open,, face to face learning has been suspended residences and library services remain open,face face learning residences services ,face face learning residence service
1.2381824475584143e+18,2020-03-12 19:17:54+00:00,['1238182447558414336'],Unis been suspended but I’m a student nurse currently out in practice no rest for the wicked https://t.co/D6EWwBxjik,,unis been suspended but i’m a student nurse currently out in practice no rest for the wicked ,student practice rest  ,student practice rest
1.2381138199536927e+18,2020-03-12 14:45:12+00:00,['1238113819953692674'],Me eating my porridge and yoghurt with fruity bits in https://t.co/vFhMt4sEeo,,me eating my porridge and yoghurt with fruity bits in ,porridge yoghurt fruity bits  ,porridge yoghurt fruity bit
1.237157352748585e+18,2020-03-09 23:24:32+00:00,['1237157352748584961'],Can’t believe I lost my passport and will now be issued a blue one. The end of times has begun,,can’t believe i lost my passport and will now be issued a blue one the end of times has begun,i passport end times ,passport end time
1.2358935613395436e+18,2020-03-06 11:42:41+00:00,['1235893561339543552'],@meganprestonn Exactly she had two kids behinds his back and he just thought that was normal and ran off to her ???? Bullishly the REAL Alex would never HES a true king,, exactly she had two kids behinds his back and he just thought that was normal and ran off to her  bullishly the real alex would never hes a true king, kids back  alex king ,kid back alex king
1.2358929512110285e+18,2020-03-06 11:40:16+00:00,['1235892951211028482'],@meganprestonn Don’t I’m absolutely devastated I WISH they’d have killed him off. He’s never go back to Izzie after what she did to him ???? Why would he do the same thing to Jo ????,, don’t i’m absolutely devastated i wish they’d have killed him off he’s never go back to izzie after what she did to him  why would he do the same thing to jo ,thing  ,thing
1.2358911308452332e+18,2020-03-06 11:33:01+00:00,['1235891130845233152'],Can’t believe THATS the ending they decide to give Alex Karev on greys anatomy after so many seasons and the best character development ever. Cheers crying on my break now,,can’t believe thats the ending they decide to give alex karev on greys anatomy after so many seasons and the best character development ever cheers crying on my break now,karev greys seasons character development cheers break ,karev grey season character development cheer break
1.2355148273905418e+18,2020-03-05 10:37:44+00:00,['1235514827390541825'],I could (and do on a regular basis) stare at Gavin Leatherwood all day everyday,,i could and do on a regular basis stare at gavin leatherwood all day everyday,i basis stare leatherwood day ,basis stare leatherwood day
1.2352784716282798e+18,2020-03-04 18:58:32+00:00,['1235278471628279808'],First day of my last placement? Completed it,,first day of my last placement completed it,day placement ,day placement
1.235099807120679e+18,2020-03-04 07:08:35+00:00,['1235099807120678912'],Absolutely killed me off getting up at 6 this morning for placement. Am I supposed to do this everyday until I die?,,absolutely killed me off getting up at this morning for placement am i supposed to do this everyday until i die,morning placement everyday ,morning placement everyday
1.234800145532846e+18,2020-03-03 11:17:50+00:00,['1234800145532846081'],So stressed about my dissertation 😭😭😭 whether I pass or fail I just can’t wait for it to be OUT OF MY LIFE FOREVER,,so stressed about my dissertation  whether i pass or fail i just can’t wait for it to be out of my life forever,dissertation pass i wait life ,dissertation pas wait life
1.234585049628074e+18,2020-03-02 21:03:07+00:00,['1234585049628073984'],@amy_sharpex Didnt realise I was a travel agent now,, didnt realise i was a travel agent now,didnt realise i travel agent ,didnt realise travel agent
1.234584771168215e+18,2020-03-02 21:02:01+00:00,['1234584771168215040'],@amy_sharpex Well I am always available to bounce ideas off I am an idea machine,, well i am always available to bounce ideas off i am an idea machine,ideas i idea machine ,idea idea machine
1.2345845826217165e+18,2020-03-02 21:01:16+00:00,['1234584582621716480'],Holiday to Greece finally booked time to live out my Mamma Mia dream and drink as much of the all inclusive alcohol as I can manage,,holiday to greece finally booked time to live out my mamma mia dream and drink as much of the all inclusive alcohol as i can manage,holiday time mamma mia dream alcohol i ,holiday time mamma mia dream alcohol
1.234584012653564e+18,2020-03-02 20:59:00+00:00,['1234584012653563909'],@amy_sharpex You have all the time in the world,, you have all the time in the world, time world ,time world
1.2342738511373148e+18,2020-03-02 00:26:32+00:00,['1234273851137314816'],@BenSolosBlaster Season 5 Episode 16!! It’s one of the best episodes imo (even if it is very sad) and Evan is fantastic,, season episode it’s one of the best episodes imo even if it is very sad and evan is fantastic, season episode episodes evan ,season episode episode evan
1.234271547424215e+18,2020-03-02 00:17:23+00:00,['1234271547424215041'],Evan Peters’ episode of criminal minds is the saddest episode ever I literally cannot watch without blubbing like a little baby,,evan peters episode of criminal minds is the saddest episode ever i literally cannot watch without blubbing like a little baby,evan peters minds episode watch baby ,evan peter mind episode watch baby
1.2342332360809882e+18,2020-03-01 21:45:09+00:00,['1234233236080988161'],Final ever management placement begins in two days and I honestly can’t believe it’s finally here after three of the hardest years of my whole life. Registered nurse life is just a few short weeks away,,final ever management placement begins in two days and i honestly can’t believe it’s finally here after three of the hardest years of my whole life registered nurse life is just a few short weeks away,management placement days years life life weeks ,management placement day year life life week
1.2338357980736184e+18,2020-02-29 19:25:52+00:00,['1233835798073618432'],Tickets to dreamgirls for November SECURED never been so excited in my life hehe,,tickets to dreamgirls for november secured never been so excited in my life hehe,tickets life hehe ,ticket life hehe
1.2335277660810322e+18,2020-02-28 23:01:51+00:00,['1233527766081032192'],Criminal minds leaving amazon prime TOMORROW is honestly the worst news I’ve had all week. Five seasons deep into rewatching it and I don’t even get to watch till the end,,criminal minds leaving amazon prime tomorrow is honestly the worst news i’ve had all week five seasons deep into rewatching it and i don’t even get to watch till the end,minds tomorrow news week seasons end ,mind tomorrow news week season end
1.2327743975780923e+18,2020-02-26 21:08:14+00:00,['1232774397578092546'],I know I keep saying it but I’m actually so excited to qualify soon. So desperate to start work in my new ICU and actually be able to learn about everything cardiothoracic intensive care has to offer,,i know i keep saying it but i’m actually so excited to qualify soon so desperate to start work in my new icu and actually be able to learn about everything cardiothoracic intensive care has to offer,i work icu everything cardiothoracic care ,work icu everything cardiothoracic care
1.232719581611004e+18,2020-02-26 17:30:25+00:00,['1232719581611003904'],@CourtneyO_x Ah so exciting!! Good luck!!,, ah so exciting good luck,ah luck ,luck
1.2327131592674875e+18,2020-02-26 17:04:54+00:00,['1232713159267487753'],WHAT A CAST !!! https://t.co/n7OnRB4nHp,,what a cast  ,cast   ,cast
1.232713029533434e+18,2020-02-26 17:04:23+00:00,['1232713029533433861'],@courtcrossland Bloody hell which ones which they look like twins!!!!,, bloody hell which ones which they look like twins, bloody hell ones twins ,bloody hell one twin
1.2326246281719316e+18,2020-02-26 11:13:07+00:00,['1232624628171931648'],@courtcrossland I know!!! Can’t believe how big he’s getting,, i know can’t believe how big he’s getting, i ,
1.2324169792288072e+18,2020-02-25 21:27:59+00:00,['1232416979228807168'],My baby is so cute I die whenever I look at him !!! Oh god I love him so much https://t.co/6L0QgIi9vm,,my baby is so cute i die whenever i look at him  oh god i love him so much ,baby i god i  ,baby god
1.2320920295193068e+18,2020-02-24 23:56:45+00:00,['1232092029519306752'],I am so close to regaining my hearing it’s been a tough four days but they have finally started to pop. I thought everyone would like to know,,i am so close to regaining my hearing it’s been a tough four days but they have finally started to pop i thought everyone would like to know,i hearing days everyone ,hearing day everyone
1.232091504367276e+18,2020-02-24 23:54:40+00:00,['1232091504367276033'],"@mondayschild_x @Ashlea______ Totally agree with you!! First year is such a transition, but you get much more comfortable with your own knowledge and you pick up your own ways to revise, retain and remember! Besides, we never stop learning and growing as nurses, it’s an ever changing profession! Ur not alone",,  totally agree with you first year is such a transition but you get much more comfortable with your own knowledge and you pick up your own ways to revise retain and remember besides we never stop learning and growing as nurses it’s an ever changing profession ur not alone,  year transition knowledge ways retain learning nurses profession ,year transition knowledge way retain learning nurse profession
1.232089737273512e+18,2020-02-24 23:47:39+00:00,['1232089737273511936'],"@Ashlea______ Ahhh exams!! theyre my weak point too so I can relate. I find writing and rewriting the information, and doing quizzes online (there are a variety of websites that offer educational quizzes for nursing students) are the best way I revise but everyone’s different",, ahhh exams theyre my weak point too so i can relate i find writing and rewriting the information and doing quizzes online there are a variety of websites that offer educational quizzes for nursing students are the best way i revise but everyone’s different,ahhh exams point information online variety websites quizzes nursing students way revise ,ahhh exam point information online variety website quiz nursing student way revise
1.2320851399640146e+18,2020-02-24 23:29:23+00:00,['1232085139964014592'],@Ashlea______ If you don’t mind me asking which part of the academic stuff are you struggling with? You’re clever or else you wouldn’t have even got in!,, if you don’t mind me asking which part of the academic stuff are you struggling with you’re clever or else you wouldn’t have even got in, part stuff clever ,part stuff clever
1.232084643144487e+18,2020-02-24 23:27:24+00:00,['1232084643144486914'],"@Ashlea______ Ours are the same but we have an assignment tutorial for each module assignment! Your library (hopefully) might offer workshops on academic writing, referencing etc. Academia is hard but you’re first year, it’ll be like second nature by the time you’re third",, ours are the same but we have an assignment tutorial for each module assignment your library hopefully might offer workshops on academic writing referencing etc academia is hard but you’re first year it’ll be like second nature by the time you’re third, ours tutorial module workshops academia year nature time ,tutorial module workshop academia year nature time
1.2320754499976806e+18,2020-02-24 22:50:52+00:00,['1232075449997680640'],@Ashlea______ It’s hard I struggle now and I’ve been at it three years 🤣 you should utilise any services you’re uni offer e.g. library services tutorials etc they can be a god send!,, it’s hard i struggle now and i’ve been at it three years  you should utilise any services you’re uni offer eg library services tutorials etc they can be a god send,i struggle years services offer eg library services tutorials send ,struggle year service offer library service tutorial send
1.2319795034606797e+18,2020-02-24 16:29:37+00:00,['1231979503460679682'],Season 4 of Atypical to the be the last season is bittersweet. Am I happy there’s another season? Yes but has my heart just exploded into a million tiny little pieces because it’s the last ever season? Also yes,,season of atypical to the be the last season is bittersweet am i happy there’s another season yes but has my heart just exploded into a million tiny little pieces because it’s the last ever season also yes,season season season heart pieces season ,season season season heart piece season
1.231970400378245e+18,2020-02-24 15:53:27+00:00,['1231970400378245121'],Got my shifts for my first week of my final management placement and even though I’m definitely not looking forward to three long days I am so excited to start the last chapter of nurse training 😭 one placement to go and I’ll finally be a critical care nurse 👩🏻‍⚕️ 🏥,,got my shifts for my first week of my final management placement and even though i’m definitely not looking forward to three long days i am so excited to start the last chapter of nurse training  one placement to go and i’ll finally be a critical care nurse  ,shifts week management placement days chapter training  placement care   ,shift week management placement day chapter training placement care
1.231231432607064e+18,2020-02-22 14:57:03+00:00,['1231231432607064065'],@amy_sharpex Love u,, love u, u ,
1.2311995418835476e+18,2020-02-22 12:50:20+00:00,['1231199541883547648'],Ears and nose remain blocked. Chest infection has returned in full force. I am ready to end it all in order to have my hearing back send help,,ears and nose remain blocked chest infection has returned in full force i am ready to end it all in order to have my hearing back send help,ears remain infection force i order hearing help ,ear remain infection force order hearing help
1.2311697478421627e+18,2020-02-22 10:51:56+00:00,['1231169747842162688'],Can’t believe i got to see the Jonas Brothers this year and now I’ll be seeing JLS too. Whew 12 year old me is SHAKING (one direction please come back and complete the holy trinity),,can’t believe i got to see the jonas brothers this year and now i’ll be seeing jls too whew year old me is shaking one direction please come back and complete the holy trinity,i jonas brothers year jls year direction please holy trinity ,jonas brother year jls year direction please holy trinity
1.230700777414353e+18,2020-02-21 03:48:25+00:00,['1230700777414352897'],"Had the worst week of my whole life with this chest infection. In and out of hospital, on several thousand different types of meds and now to top it off I’ve gone DEAF in both ears. I can’t hear A THING lord I am being tested",,had the worst week of my whole life with this chest infection in and out of hospital on several thousand different types of meds and now to top it off i’ve gone deaf in both ears i can’t hear a thing lord i am being tested,week life infection hospital types meds deaf ears thing lord i ,week life infection hospital type med deaf ear thing lord
1.2282878458712965e+18,2020-02-14 12:00:17+00:00,['1228287845871296512'],Had so much salbutamol in A&amp;E through the night I’m suffering with MAD jitters right now. My poor hands can’t stop shaking,,had so much salbutamol in aampe through the night i’m suffering with mad jitters right now my poor hands can’t stop shaking,salbutamol aampe night jitters hands shaking ,salbutamol aampe night jitter hand shaking
1.2282800320381952e+18,2020-02-14 11:29:14+00:00,['1228280032038195202'],@CaidieFoster Oh god bless her!! C.Diff is rampant in hospitals though 🤣 she’s going through it isn’t she. Hope you’re ok too,, oh god bless her cdiff is rampant in hospitals though  she’s going through it isn’t she hope you’re ok too,cdiff hospitals ,cdiff hospital
1.2276398912086876e+18,2020-02-12 17:05:33+00:00,['1227639891208687616'],@giodmu Drowning myself is a last resort don’t worry!! 🤣 will try the antibiotics first,, drowning myself is a last resort don’t worry  will try the antibiotics first, resort  antibiotics ,resort antibiotic
1.227630575672058e+18,2020-02-12 16:28:32+00:00,['1227630575672057856'],Actually can’t stand having chest infections constantly breathless tired coughing. Contemplating drowning myself in the bath,,actually can’t stand having chest infections constantly breathless tired coughing contemplating drowning myself in the bath,infections bath ,infection bath
1.2265743158581535e+18,2020-02-09 18:31:20+00:00,['1226574315858153473'],"Started watching the stranger on Netflix today and I am HOOKED. I need to stop acting like I don’t have a dissertation, two assignments to complete and 20 weeks of management placement to complete tho",,started watching the stranger on netflix today and i am hooked i need to stop acting like i don’t have a dissertation two assignments to complete and weeks of management placement to complete tho,stranger netflix today i i dissertation assignments weeks management placement tho ,stranger netflix today dissertation assignment week management placement tho
1.2262406283396751e+18,2020-02-08 20:25:22+00:00,['1226240628339675136'],@sophiecrawley1 Honestly I’m loving it didn’t realise how good it was till tonight,, honestly i’m loving it didn’t realise how good it was till tonight,tonight ,tonight
1.2262234511212997e+18,2020-02-08 19:17:07+00:00,['1226223451121299458'],Been watching the masked singer for all of 16 minutes and it’s so ridiculous but I love it,,been watching the masked singer for all of minutes and it’s so ridiculous but i love it,singer minutes ,singer minute
1.225741021138559e+18,2020-02-07 11:20:07+00:00,['1225741021138558979'],Still can’t believe yesterday. 2:1 on my first assignment of third year and a night spent in the company of the Jonas brothers,,still can’t believe yesterday on my first assignment of third year and a night spent in the company of the jonas brothers,yesterday assignment year night company jonas brothers ,yesterday assignment year night company jonas brother
1.2255575877158748e+18,2020-02-06 23:11:13+00:00,['1225557587715874816'],Most amazing fabulous bestest night ever at the Jonas Brothers!!!!! Can’t believe I FINALLY got to see them all together !!!!!!!!!!!! 😭😭😭💖,,most amazing fabulous bestest night ever at the jonas brothers can’t believe i finally got to see them all together  ,bestest night jonas brothers i  ,bestest night jonas brother
1.2253186838342984e+18,2020-02-06 07:21:54+00:00,['1225318683834298368'],"@CaidieFoster ICU nurses are the best, but maybe I’m just a bit bias! Don’t hesitate to message me if you feel like a chat or anything",, icu nurses are the best but maybe i’m just a bit bias don’t hesitate to message me if you feel like a chat or anything,icu nurses bit hesitate chat anything ,icu nurse bit hesitate chat anything
1.2253173892162396e+18,2020-02-06 07:16:45+00:00,['1225317389216239616'],"@CaidieFoster Hope your mum is ok, thinking of you",, hope your mum is ok thinking of you, mum thinking ,mum thinking
1.225143259611136e+18,2020-02-05 19:44:49+00:00,['1225143259611136000'],@MonikaRozynek James Bond but other than that I haven’t a clue!! 🤣🤣,, james bond but other than that i haven’t a clue ,james bond clue  ,james bond clue
1.225099619895513e+18,2020-02-05 16:51:25+00:00,['1225099619895513089'],@MonikaRozynek He plays Drax from guardians of the galaxy!!!,, he plays drax from guardians of the galaxy, drax guardians galaxy ,drax guardian galaxy
1.2247854414943724e+18,2020-02-04 20:02:59+00:00,['1224785441494372352'],@neglectheaven Don’t work in an office but I only drink tea when I’m on shift at the hospital I drink tea like it’s going out of fashion and only drink water at home. Girl gotta have that caffeine for a 12 hour day/night,, don’t work in an office but i only drink tea when i’m on shift at the hospital i drink tea like it’s going out of fashion and only drink water at home girl gotta have that caffeine for a hour daynight, work office tea shift hospital i tea fashion water home girl gotta caffeine hour daynight ,work office tea shift hospital tea fashion water home girl gotta caffeine hour daynight
1.2238876082432614e+18,2020-02-02 08:35:19+00:00,['1223887608243261440'],There’s about 600 other things I would rather do with my Sunday afternoon and work isn’t one of them. I’m never working again after this it’s not for me,,there’s about other things i would rather do with my sunday afternoon and work isn’t one of them i’m never working again after this it’s not for me,things i afternoon work ,thing afternoon work
1.2236091889008845e+18,2020-02-01 14:08:58+00:00,['1223609188900884483'],Zahid breaking the stigma around male nurses!!!! I must stan atypical is the actual BEST,,zahid breaking the stigma around male nurses i must stan atypical is the actual best,zahid stigma nurses best ,zahid stigma nurse best
1.2236082368987505e+18,2020-02-01 14:05:11+00:00,['1223608236898750464'],@emfellowsxx Omg same!!! The way he preps his bedroom for their sleepover and knows the right way to hug him and always gives him advice 😭😭😭 my heart,, omg same the way he preps his bedroom for their sleepover and knows the right way to hug him and always gives him advice  my heart,way bedroom sleepover way advice  heart ,way bedroom sleepover way advice heart
1.223607180747735e+18,2020-02-01 14:01:00+00:00,['1223607180747735040'],The way zahid is always so accommodating and thoughtful of Sam makes me so happy 😭 my favourite tv friendship,,the way zahid is always so accommodating and thoughtful of sam makes me so happy  my favourite tv friendship,way zahid sam  tv friendship ,way zahid sam friendship
1.2201158243101942e+18,2020-01-22 22:47:35+00:00,['1220115824310194182'],Dreamgirls is my favourite musical ever. I just wish I could see the stage show :(,,dreamgirls is my favourite musical ever i just wish i could see the stage show ,dreamgirls i stage show  ,dreamgirls stage show
1.220024783817126e+18,2020-01-22 16:45:50+00:00,['1220024783817125888'],This amazon echo is the best thing to happen to me. Have had my musicals blasting for the last two hours. I feel my neighbours may not be as happy as I am,,this amazon echo is the best thing to happen to me have had my musicals blasting for the last two hours i feel my neighbours may not be as happy as i am,amazon echo thing musicals hours neighbours i ,amazon echo thing musical hour neighbour
1.2192970519782072e+18,2020-01-20 16:34:05+00:00,['1219297051978207233'],@Missguided Me and @elysia_jones07 could really do with £500 towards a holiday because we’re graduating uni this summer and have worked bloody hard the last four years and would love to celebrate in style #FillTheBlank #Missguided,, me and  could really do with  towards a holiday because we’re graduating uni this summer and have worked bloody hard the last four years and would love to celebrate in style  , towards holiday summer years style   ,towards holiday summer year style
1.219181660412969e+18,2020-01-20 08:55:33+00:00,['1219181660412968960'],Physically mentally emotionally not prepared to start uni again tomorrow I’m not ready for placement not ready to do my dissertation not ready to do ANYTHING,,physically mentally emotionally not prepared to start uni again tomorrow i’m not ready for placement not ready to do my dissertation not ready to do anything,tomorrow placement dissertation anything ,tomorrow placement dissertation anything
1.2189286231655506e+18,2020-01-19 16:10:05+00:00,['1218928623165550592'],New job and a birthday all in one week. Happy bday to me,,new job and a birthday all in one week happy bday to me,job birthday week bday ,job birthday week bday
