,text,edit_history_tweet_ids,id,author_id,followers_count,following_count,tweet_count,listed_count
396,"@emilyfranESL Celebrating our differences is a party all the time!  We celebrate losing our teeth, new family members, and even being able to tie our shoes!  Let the fun times begin! #T2Tchat",['1557870549052817409'],1557870549052817409,3074622577,1559,531,4596,14
397,"A3: We sit on our rug &amp; do a mindfulness practice called Super Smile.  I start by breathing &amp; smiling at a S &amp; then call their name.  Once they see me, I nod my head &amp; continue smiling. That S then smiles &amp; calls on another S to do the same until we complete our circle.  #T2Tchat https://t.co/HXXTjxMVW2",['1557870274263105538'],1557870274263105538,3074622577,1559,531,4596,14
398,@JamesAlanOLOO @mrsbistro @teacher2teacher Names are our story!  My families love to @MicrosoftFlip for the first time creating a quick and fun video that families tell all about their name and what are their interests.  #T2Tchat,['1557869227792539648'],1557869227792539648,3074622577,1559,531,4596,14
399,@2014ORTOY I LOVE slime!!!!  So much fun here and awesome sauce conversation takes places!  Enjoy every moment Brett! Thank you for sharing! #T2Tchat,['1557868756075945990'],1557868756075945990,3074622577,1559,531,4596,14
400,@ciji_thurman Loving that safe space! #T2Tchat,['1557868202503323653'],1557868202503323653,3074622577,1559,531,4596,14
401,@emilyfranESL Great idea Emily!  Names are so important.  I also like to implement a @MicrosoftFlip before school starts so families have an opportunity to post a little about themselves. #T2Tchat,['1557868003844308993'],1557868003844308993,3074622577,1559,531,4596,14
402,"A2: My classroom environment has a sense of love and passion; from the diverse books, motivational quotes, positive affirmations, &amp; mindfulness initiative that speaks everyone is welcomed here, ALWAYS! #T2TChat https://t.co/C2sqsaWbay",['1557867701867094019'],1557867701867094019,3074622577,1559,531,4596,14
403,"@emilyfranESL That sense of belonging builds that first step to trusted relationships! This is very important to establish, especially how the classroom environment appears as well! #T2TChat",['1557866375158317057'],1557866375158317057,3074622577,1559,531,4596,14
404,"A1: When my students leave my classroom on the first day I want them to feel awesomely awesome sauce excited, happy, &amp; safe that we have created our new family! #T2TChat https://t.co/KXDZNf3zjp",['1557865466202390529'],1557865466202390529,3074622577,1559,531,4596,14
405,"Hey 👋  Hey 👋 Friends!  I'm Elizabeth, 1st grade educator in sunny Miami.  I'm soooo awesomely excited to join tonight's #T2TChat Thanks for having me! 🤩🥳 https://t.co/6AK6czRcKr",['1557864928056414208'],1557864928056414208,3074622577,1559,531,4596,14
406,@elizabeth_polo5 #T2Tchat I love to ask them to send me an email with one or more facts I should know about then. The open question allows them to talk about something that matter to them.,['1557911310238732294'],1557911310238732294,2714804174,6755,6867,8640,55
407,"@2014ORTOY By being yourself, and making sure to discuss what respect means and why we should feel safe to be ourselves. #T2Tchat",['1557910635740286976'],1557910635740286976,2714804174,6755,6867,8640,55
408,@ciji_thurman loved and enthusiastic! #T2Tchat,['1557909999715770368'],1557909999715770368,2714804174,6755,6867,8640,55
409,"@teacher2teacher Since I teach through virtual school, I can try talking to students when we have our discussions-based assig. But also calling attention when I make mistakes and showing it’s okay and we all make mistakes, I hope students will feel brave #T2Tchat",['1557909613869154306'],1557909613869154306,2714804174,6755,6867,8640,55
410,"I recently realized that my new classroom does not have a teacher desk.  Just a big table that I could use for that.

Has anyone built a classroom with no teacher desk?  What did you do?  Does it work for you?  What does your workspace look like?

#edchat #teachertwitter #T2TChat https://t.co/hBaiuzk13H",['1557901208685318144'],1557901208685318144,590553735,92,40,598,1
411,A5 Journaling for my introverted #T2Tchat,['1557897312352972800'],1557897312352972800,2939201198,824,1148,18375,148
412,A1 Welcome and excited #T2Tchat,['1557897225556045825'],1557897225556045825,2939201198,824,1148,18375,148
413,A4 pick up a theme or something that the whole group needs to work on  #T2Tchat,['1557897089673097216'],1557897089673097216,2939201198,824,1148,18375,148
414,A6 Tell me something i think I should know about you ? or What would your best friend say about about ? #T2Tchat,['1557896845375860736'],1557896845375860736,2939201198,824,1148,18375,148
415,A2 You create a space for respectful conversation and provide a voice for everyone #T2Tchat,['1557896623862124544'],1557896623862124544,2939201198,824,1148,18375,148
416,Thank you @emilyfranESL for making this your passion and your mission. You inspire us all to do the same ❤️ #T2Tchat https://t.co/nBlGoHNgu5,['1557896492224069633'],1557896492224069633,784433830061076481,805,730,1993,6
417,@teacher2teacher A7: Last year was a tough one so I am looking forward to a fresh start and a better year. #T2Tchat,['1557895946985512960'],1557895946985512960,774587021880877060,538,434,3402,11
418,"@teacher2teacher A6: From the Desmos Getting to Know Each Other activity, ask students to list three things that they know a lot about. Good insight into their interests and how they see themselves. #T2Tchat",['1557895496001363971'],1557895496001363971,774587021880877060,538,434,3402,11
419,"@teacher2teacher A5: I sometimes do it in writing via exit tickets and feedback forms. We also do a lot of small group tasks, which is a good opportunity to connect with less pressure. #T2Tchat",['1557894844172877826'],1557894844172877826,774587021880877060,538,434,3402,11
420,"@teacher2teacher A4: I ask them on one of our introductory surveys. Also what they can do to get there and what I can do to help. During check-ins throughout the course, I will ask them to reflect on their progress. #T2Tchat",['1557889827823034370'],1557889827823034370,774587021880877060,538,434,3402,11
421,"@teacher2teacher A3: We spend the first few days working on different tasks in random groups. I ask them to tell me why I have them do that, then have them reflect on what good group work looks and sounds like. I write up their success criteria and refer back to it regularly. #T2Tchat",['1557885305482534919'],1557885305482534919,774587021880877060,538,434,3402,11
422,"@teacher2teacher A2: Ask them to help me pronounce their name correctly, give them space in the introductory surveys to tell me preferred names and pronouns, include their culture when I can in a lesson. #T2Tchat",['1557867748843311107'],1557867748843311107,774587021880877060,538,434,3402,11
423,"@teacher2teacher A1: welcomed, motivated, wanting to see what's coming up next. #T2Tchat",['1557865778027937794'],1557865778027937794,774587021880877060,538,434,3402,11
424,"A3: Give them a prompt, puzzle, or challenge where they have to work alone, and then together. Usually it becomes obvious that they do better with help.

Also: never underestimate the power of a good read-aloud to break down barriers through discussion

#T2Tchat https://t.co/5aH2rMGLDM",['1557889336414175233'],1557889336414175233,1018911649959378944,8179,5826,21525,43
425,Q7: creating as strong of connections as I did last year…. It was a strong year of connections! #T2Tchat #educ582 https://t.co/rNo58psjkq,['1557882268059897857'],1557882268059897857,1539740752246460416,12,37,35,0
426,@LiviaChanL @teacher2teacher Love this! #T2Tchat #educ582,['1557881502880464897'],1557881502880464897,1539740752246460416,12,37,35,0
427,"@teacher2teacher Q5: I definitely like to greet kids at the door. But for my extra quiet kids, I try to seek out during transitions or during homeroom or any free time really! #T2Tchat #educ582",['1557881105478553600'],1557881105478553600,1539740752246460416,12,37,35,0
428,@ahenkogretmen @teacher2teacher Love this! #T2Tchat #educ582,['1557880464567926787'],1557880464567926787,1539740752246460416,12,37,35,0
429,Advice on staying consistent with goal check ins? #T2Tchat #educ582 https://t.co/Y9EqlyrTpX,['1557880196946083841'],1557880196946083841,1539740752246460416,12,37,35,0
430,Any recommendations for first week of school activities? I’m always looking for new ideas #T2Tchat #educ582 https://t.co/lvG0wM6Nho,['1557879862995599362'],1557879862995599362,1539740752246460416,12,37,35,0
431,"@teacher2teacher A3: in one of my recent PD courses, they provided us with resources for community building. I am excited to try these out this year! #T2Tchat  #educ582",['1557879489140592640'],1557879489140592640,1539740752246460416,12,37,35,0
432,A2: I think there are a lot of ways but by the way they see you interact with others is what means the most to students #T2Tchat #educ582 https://t.co/LPT92mQWyh,['1557878946456379398'],1557878946456379398,1539740752246460416,12,37,35,0
433,@mrsbistro @teacher2teacher I love the “wanting to see what’s coming up next”!!! #T2Tchat #educ582,['1557878477205954560'],1557878477205954560,1539740752246460416,12,37,35,0
434,@teacher2teacher A1: excited! important! respected! #T2Tchat #educ582,['1557878213157715969'],1557878213157715969,1539740752246460416,12,37,35,0
443,@teacher2teacher @OurKidsMatter_ @emilyfranESL Thanks so much to our moderators!! #T2Tchat,['1557879400837685248'],1557879400837685248,4369262894,941,1565,2381,6
444,@teacher2teacher A6: What's something that makes you feel excited? They know that it does not have to be school related. I write down the answers and often use them as a way to connect later. #T2Tchat,['1557875966822600705'],1557875966822600705,4369262894,941,1565,2381,6
445,@teacher2teacher A5: My students would do a lot of work in small table groups or with partners which seemed to be so much less threatening to students who might not feel as comfortable sharing whole group. I was always there to provide support if needed. #T2Tchat,['1557873940155883520'],1557873940155883520,4369262894,941,1565,2381,6
446,"@teacher2teacher A3: We did a lot of activities to learn each other's names and to make sure we were pronouncing them correctly. I love the book ""Your Name is a Song"" to open discussions about the background of how students were named (if they know). #T2Tchat",['1557870253282959360'],1557870253282959360,4369262894,941,1565,2381,6
447,"@ciji_thurman Yes! One of the first frames we discussed during classroom conversations was ""I respectfully disagree!"" So important for our scholars to feel like they have a voice. #T2Tchat",['1557868608000118784'],1557868608000118784,4369262894,941,1565,2381,6
448,@teacher2teacher A1: I always wanted them to feel valued and excited to return the next day! #T2Tchat,['1557865579343556608'],1557865579343556608,4369262894,941,1565,2381,6
449,"@teacher2teacher @OurKidsMatter_ @emilyfranESL Hello, I'm Stephanie, newly retired primary teacher. Still excited about all things education and currently volunteering and supporting elementary teachers. #T2Tchat",['1557864933986996224'],1557864933986996224,4369262894,941,1565,2381,6
450,A7. Always love the start of a new year and rhe many possibilities! Looking forward to walking alongside my students and colleagues in their learning journeys and helping them set and master goals for success - whatever that feels and looks like to them! #T2Tchat https://t.co/XNyU338pif,['1557877893371465728'],1557877893371465728,184054808,2089,1667,3724,12
451,"A6. What's a problem you'd like to solve? What's something you could teach me? What's the best way for me to help you achieve your goals? I'd youncould learn about anything, what would you learn about? #T2TChat https://t.co/IOBCU2Wcdp",['1557875740900823047'],1557875740900823047,184054808,2089,1667,3724,12
452,"@teacher2teacher A5. So important to make sure all voices are heard and valued, not just the loudest in the room! I try to offer multiple means for students to give me feedback on how things are going, including one on one conferences, Google Form check ins, etc. #T2Tchat",['1557874957031555072'],1557874957031555072,184054808,2089,1667,3724,12
453,"@teacher2teacher A4. Starting our digital portfolios where students will keep artifacts of their learning throughout the year. As they create their web site, they start by setting goals for each main course as well as goals for being the best classroom citizen they can be!  #T2Tchat",['1557871517345652736'],1557871517345652736,184054808,2089,1667,3724,12
454,A3. Building strong relationships and making sure students know its okay to make mistakes - modelling that we are a community of learners! Community circles and team-building activities help a lot! #T2Tchat https://t.co/Wxm1RMMM92,['1557870103563313156'],1557870103563313156,184054808,2089,1667,3724,12
455,#T2Tchat,['1557868135717404672'],1557868135717404672,184054808,2089,1667,3724,12
456,@teacher2teacher A1. excited for the year ahead and like they have found a space where they belong #T2Tchat,['1557865236824297472'],1557865236824297472,184054808,2089,1667,3724,12
457,A7: I'm working with some of my colleagues on a proposal to present at a conference. It's been great to share ideas with each other and we're really excited about the possibility of presenting together for the first time! #T2Tchat https://t.co/oDPSrOWxKM,['1557877569743212545'],1557877569743212545,816398490184142850,729,454,21956,1
458,"Thanks! I do let them know that I review selections and I ""glare"" at them and say ""so don't try to get me fired."" (And then I wink!) #T2Tchat https://t.co/D1uQf2ZZCP",['1557875472092086273'],1557875472092086273,816398490184142850,729,454,21956,1
459,A6: I have given my HS students a Google form with a spot for a link to a YT video of a song they'd like to suggest for our class playlist. It follows up by asking what they like about that song. (They can fill out the form multiple times). #T2Tchat https://t.co/ocdaiH2ovH,['1557875022089396224'],1557875022089396224,816398490184142850,729,454,21956,1
460,"A5: With ELA it's maybe easier because writing is in our standards! Doing regular check-ins with exit tickets / surveys on Google Forms is super helpful. I also try to have small one-on-one conversations with students who are less ... hm ... ""exuberant"" 😂 #T2Tchat https://t.co/hAKDeL5IhL",['1557873139534757888'],1557873139534757888,816398490184142850,729,454,21956,1
461,"A4: On their Five-Day Feedback forms, at one point I make sure to ask each student about their hopes for the term. I follow up by asking why those goals are important to them, and it sets the stage for ongoing conversations later. #T2Tchat https://t.co/iuBWrExL1S",['1557871445035958273'],1557871445035958273,816398490184142850,729,454,21956,1
462,"A3: I provide writing prompts that allow students to respond individually and uniquely; it's not about the ""right"" answer but about YOUR answer. This means I can encourage students to help each other without accusing them of copying/cheating! #T2Tchat https://t.co/g2hP8BzPz0",['1557870400549289985'],1557870400549289985,816398490184142850,729,454,21956,1
463,A2: The 'name tents' worksheet and activity lets students show me what name they prefer to be called. I check pronunciation one-on-one. The Five-Day Feedback on the reverse side gives them a chance to communicate with me privately. #T2Tchat https://t.co/O0hwpFT2ZV,['1557869606387286016'],1557869606387286016,816398490184142850,729,454,21956,1
464,"A1: I think... reassured. Reminded of their own competence. Challenged, but also supported. #T2Tchat https://t.co/ZjKtidLSVS",['1557866030030020608'],1557866030030020608,816398490184142850,729,454,21956,1
465,Hey #T2Tchat! Feeling pretty good tonight. https://t.co/E2ey81dtBQ,['1557865830020530183'],1557865830020530183,816398490184142850,729,454,21956,1
466,Is #t2tchat no longer biweekly?,['1555502654847164419'],1555502654847164419,816398490184142850,729,454,21956,1
467,Hey #teachertwitter! I've heard that less can be more on classroom walls. HS ELA teacher; I am wondering how to revise what I have. Suggestions? Here are my 4 walls so far. #edchat #CrazyPLN #EduGladiators #T2Tchat #rethink_learning #formativechat #nt2t https://t.co/Nbkhn01PEX,['1554275577040982021'],1554275577040982021,816398490184142850,729,454,21956,1
468,"@teacher2teacher A7 #T2Tchat It's my 41st year of teaching BUT only my 2nd year at my school -- I'm so excited to learn more about my colleagues, my school, and my students! I love new years to #restorehope and #refreshdaily!",['1557877337890336770'],1557877337890336770,804531984508665856,1018,2249,2900,13
469,"@teacher2teacher A5 #T2Tchat I greet each one at the door every day, noting something positive about each one or giving each an encouragement.",['1557873403805069312'],1557873403805069312,804531984508665856,1018,2249,2900,13
470,"@teacher2teacher A3 #T2Tchat Just listened to @jcorippo share #EDUProtocols  -- plan to get these going in first week because they bring kids together to talk and think in a low-key, fun way! And the teacher gets to join them!",['1557870702320947202'],1557870702320947202,804531984508665856,1018,2249,2900,13
471,"@danacoledares A4: Cultivating community agreements based on our values. I outline that process here:

https://t.co/RzxYW0tP2c #t2tChat",['1557874914979454977'],1557874914979454977,905541448585662464,3293,2756,17222,18
472,@ciji_thurman A1: Like they are part of something that matters! #t2tChat,['1557874665279963136'],1557874665279963136,905541448585662464,3293,2756,17222,18
473,"@danacoledares A3: By pointing out resources and letting students collaborate during class time to explain, model, and collaborate their ideas with each other especially for writing and editing. Collaboration and community are especially helpful in ELA! #T2TChat",['1557874499164438529'],1557874499164438529,905541448585662464,3293,2756,17222,18
474,@MrValencia24 No challenge to confronting Ss expectations by NOT opening with Math in place of identifying root characteristics of fear and defining Ss physical reactions to risk toward moving into Math celebrating mistakes. Then blend real world applications making each step useful. #T2Tchat,['1553402739316572160'],1553402739316572160,1279927745263423492,1623,1474,13070,5
475,"@teacher2teacher A1: 1. Safe 2. Safe 3. Real
Math &amp; Writing are areas that stoke fear &amp; anxiety and we must put humanity first where relationships, relatability and reality are the oxygen in the room.  Cultural literacy, honoring the trades, essential workers and community seize the day. #T2Tchat",['1552810762674077696'],1552810762674077696,1279927745263423492,1623,1474,13070,5
476,"Hooray for #Friday! As we go into the weekend we want to remind you that you are unique and amazing!

#T2T #T2Tchat #k12 #educator #journey https://t.co/YhNRaomdKv",['1553062589931962368'],1553062589931962368,797268580387749888,384,501,559,3
477,"@teacher2teacher Like the classroom in the amazing book ""Solving for M"" by Jennifer Swender. It's all about the process and not the final product. #T2Tchat #kidslit https://t.co/q5Wb0b5gpv",['1553017382305775619'],1553017382305775619,2233533780,90,47,1842,0
478,"@teacher2teacher Building Ss stamina for productive struggle.  I tell them it’s a pause, not a full stop. #t2tchat",['1552869187957178368'],1552869187957178368,1441772566490664965,53,102,279,0
479,@teacher2teacher A5: #T2Tchat  I think this sticker says it all #MathGoals4ALL https://t.co/DMRvIRrWr0,['1552862833729490944'],1552862833729490944,2638818579,796,761,4077,4
480,"@teacher2teacher I love having students and teachers do #NoticeandWonder with real life photos from our homes, community, &amp; world. #t2tchat https://t.co/oV64j89Ilg",['1552861744099463174'],1552861744099463174,2638818579,796,761,4077,4
481,@teacher2teacher Real-world application and realization that math goes beyond the scope of academic use in a classroom creates a new lens in which students can “see” math everywhere they go and thus feel confident in the classroom and gain interest in the subject or concepts as a whole. #t2tchat,['1552823325621092357'],1552823325621092357,250848010,1252,703,721,7
482,"@teacher2teacher The level of difficulty and intricacies depends on the grade, but building using shapes and introducing a 3D project to further geometric concepts brings innovation, teamwork, and practicality of math as well as artistic design. #t2tchat",['1552822706684444674'],1552822706684444674,250848010,1252,703,721,7
483,"@teacher2teacher Minute math brings out competition, challenges, and a great way for students to “time shift” from the pace of other subjects. #t2tchat",['1552822151912243201'],1552822151912243201,250848010,1252,703,721,7
484,@teacher2teacher Any three words that lead to math literacy. For example knowing that when “sum” is used it determines the addition operation and so on. Speaking the language of math outside of math is great to hear with other positive associations. #t2tchat,['1552821785313280002'],1552821785313280002,250848010,1252,703,721,7
485,"@teacher2teacher confirm that's a real thing, empathize, talk about techniques to get past it, and - hopefully - have built into the course assessments that don't prioritize speed or allow reassessment. #t2tchat A6",['1552815820375564288'],1552815820375564288,162844788,9638,1671,75802,395
486,"@RandySwift9 @teacher2teacher That's such a great idea, Randy!
#T2Tchat",['1552813729422589952'],1552813729422589952,2617771836,29605,23879,33394,471
487,"A8: Practice, practice, practice. Meet the students at their level and address the gaps. You can't push forward until the gaps have been filled.

#T2Tchat https://t.co/ZcUycBoXqE",['1552811110319128578'],1552811110319128578,1478660971803537408,1140,3267,1600,2
488,"A7: Public Math displays, groups, clubs, encouraging enrichment &amp; extension, problem solving competitions

#T2Tchat https://t.co/Mfy8jyuUex",['1552810937991974912'],1552810937991974912,1478660971803537408,1140,3267,1600,2
489,"A6: ""We'll work on this together. I'll help you.""

#T2Tchat https://t.co/VcvL8XDqtl",['1552810729371484162'],1552810729371484162,1478660971803537408,1140,3267,1600,2
490,"A5: Students who have previously been told they are not 'good' at maths when they really just need some more practice.

#T2Tchat https://t.co/UPf38O3qjt",['1552810570797449218'],1552810570797449218,1478660971803537408,1140,3267,1600,2
491,"A4: Growth mindset, setting goals, celebrating achievement, peer feedback &amp; review, visible learning, success criteria. Students knowing what they are learning and how it will benefit them. Knowing how to get help. Responsible learners.

#T2Tchat https://t.co/O6gTDr2ZXu",['1552810375107997696'],1552810375107997696,1478660971803537408,1140,3267,1600,2
492,"A3: Design your own room, house, park or any space using measurements (perimeter, area, length, width etc).

Maths problem solving in groups is always an engaging challenge too.

#T2Tchat https://t.co/2I86ZZS41i",['1552809902862925824'],1552809902862925824,1478660971803537408,1140,3267,1600,2
493,"A2: Number facts, @teachstarter maths mentals, dry erase maths mats for previously taught concepts.

#T2Tchat https://t.co/ESnPgeiVmy",['1552809504768933891'],1552809504768933891,1478660971803537408,1140,3267,1600,2
494,"#T2Tchat Hello everyone! Maths is my fave subject to teach, looking forward to this chat. I'm Trudy, creator behing @BrolgaEducation based in Australia.

Here's how I am feeling 🤩 https://t.co/9zPzfQEHWg",['1552808856182751234'],1552808856182751234,1478660971803537408,1140,3267,1600,2
495,"A1: Achievable, Real-world, Success

#T2Tchat https://t.co/Syk9swI0dZ",['1552808450253795330'],1552808450253795330,1478660971803537408,1140,3267,1600,2
496,@teacher2teacher A3 we did @SteveWyborney esti-mysteries throughout the year. For a final project I had students create their own. So much great math reasoning and discussions. They presented them to their class. So engaging! #t2tchat,['1552810417617096704'],1552810417617096704,1003623831054049281,836,1797,4523,0
497,"@MrValencia24 @teacher2teacher @KatieP1120 I haven't been a part of many #math #edchats, so this was a great opportunity and a lot of fun! #T2Tchat",['1552808299590209536'],1552808299590209536,1332453302861225990,4868,3136,3629,26
498,"@Toups_J @24game @nearpod I like the high ceiling, low floor type tasks to lead class sometimes! #T2Tchat",['1552808075584847872'],1552808075584847872,1332453302861225990,4868,3136,3629,26
499,Thank you for the math chat! @MrValencia24 @KatieP1120 #T2Tchat,['1552807866117095425'],1552807866117095425,777488071935877120,2146,2935,3368,12
